address,network,amount_usd
0xb0bef8441d63913e3877d04a9c98fd9bf57485fd,evm,1554.80365227186
0xf12600c17dfda3ac4fb6508a069662d0a42b32c4,evm,1554.650907826
0xdab01730e8e23ff4e3406ab97c74708dc9a7941e,evm,1554.53871892711
0xfd9c473fea705e0dcd4dcd960c39271e4faaf800,evm,1554.14842398242
0xec5023b5a52c387314fc74b0dbc642b4e885122b,evm,1554.14279078168
0xe9f926a693369c100f8b1506ec3950cd6e274cab,evm,1553.96672190402
0x90da435c6f1992b563d91aa7cb4900f8e8ecc535,evm,1553.85101267159
0x1b83f8ea41bf5473963478030af8bc183d0368ed,evm,1553.71579601075
0x72b5d02a57c1c5923cbd310a2321d925b4f3e88f,evm,1553.58734110576
0xbdb8f09191baec8c03e1be40c9e63094eceab823,evm,1553.53812176744
0x0c898d90eb5f7f9e6708374d9c7056aa952356a9,evm,1553.46395132194
0xd74373fdafd9d73f694e07cdfef0541dfc7ea1c8,evm,1553.3820882574
0xf5941ac55778afe59e096065421ac61396cd571d,evm,1553.17526628049
0x7029e464e56a861d7d5c632471bd5b246ae38401,evm,1552.41105965846
0x7eee0f0071f284caf4000bcb6496286abe7b3c5f,evm,1552.39559326712
0xd1a02f8fa98125a9b75ac79d4083b2696d8d3858,evm,1552.04599762073
0xf024d78453e606db6c7ecc394ce2d56809d29bbe,evm,1551.97297511508
0xab9421d75802b477734fb39e0fe532bb2cd12633,evm,1551.80085795903
0x5ff8e2310ce9813deed4f3cf0c7b4b11be6334ee,evm,1551.79351803314
0xa27c2724fb035e9130144d8581645a427add8f3a,evm,1550.94485639234
0xb703522aa9c772890a29586e3805eb67d4f990fc,evm,1550.69089392241
0xb6bbc4d39d14206f3f678f4741d2bfaa5a56d8e5,evm,1550.49619855933
0x7553172883dfcf31fc5d27e39803bb83347dfa7d,evm,1549.81595556507
0xc66f7a4fb925ff34b92192d05e94e538ecbba8e9,evm,1549.763458149
0x656bf0e267b1c6ee1062825652e31d2f0729e6a6,evm,1549.31200918644
0x52b4e43494e0450a08b608a9d2af7953503fd50d,evm,1548.98430871772
0xca78981ad47aae3432680c813b0f022bc14ecb03,evm,1548.92228124431
0x4ebcb1102ac3625bae94553ef46a622e860475b3,evm,1548.82684290207
0x85a5de56dd26fc103cafb2b8f4b809d5fe15331b,evm,1548.35937926518
0x4a2d7da70ec8deb5dc8018190a1b66ce5dd84449,evm,1548.3565447804
0x09ead4472737ef45e02341782173c45d0b60d00d,evm,1548.21611939963
0x05b94dc732125365e920ab3b09282bffaa924e51,evm,1548.18977094981
0x56402a58d2b45a2468852f53dc7e2635d56e337a,evm,1548.06048760422
0x7ddfc221dba9f2b894024c16ee7cf36cc4a9fe8144ab598df3d09c09006e10cb,aptos,1548.02311095266
0x2f2d2ec37c14c590d260a9d0fa775022396e602e,evm,1547.89999413852
0xf75ee224ea3ff6f2172e0f2d2b434a7538aae952,evm,1547.366877973
0xc4913121fb995ed79b852e3bf87fd5ff9b657318,evm,1547.28196370343
0x2af152c6dc29061e114c0f00af910b7636f7e2a2,evm,1546.95665775664
0xc54701cbbfec3cf4a1fb1cf921e92039903ef187,evm,1546.68696078853
0x4ba26571fa304a8aaf7d29ec4aabaac1924575de,evm,1546.46354798916
0x36c39eab7a6486032328d82a22a1bd95c9eb95ca,evm,1546.40929124799
0xd3a6a8e10f92dbafdfe83b5fa5a40c59bbdc38ea,evm,1545.98234029264
0xc5d9117ef48e315d62e2bf4ea6e1a143ad9b1e32,evm,1545.95875918435
0x5469c96c88d747500791d5eb7370ef0b8cdb4a5b,evm,1545.83694322581
0xd2bdeb25cd6f6db09a7a41d1a452635681025d63,evm,1545.69398669693
0x2b9bc770c6cd2edf3a2d769df5c4c76bfd88889e,evm,1545.66499971383
0xc1efa93170df224a1075893ca204777153857059,evm,1545.55016290043
0x6af2f57f61cec0883c71f3175774ebeb290a10e6,evm,1545.52909926405
0x499aa8143e16daf45553ef0727a982ef7e77fe01,evm,1545.38167188586
0x87399e4e71eb101f077a2d867d1b3ea641ab83ae,evm,1545.36875424738
0xf5937f54895f31c508fed34cb11e5aae9b92b7e9,evm,1545.04583346796
0xe7567b46c6c7054c9956061a4f6e0d8c575d5f81,evm,1544.7247140241
0xf2be53514ca93eb7ec6f7c194f1ed311ff15ce41,evm,1544.72146157317
0x6f99d93939000e7b8f712c7620dfe490fba956e9,evm,1544.34603610824
0xa653b016c53e41ae5444f23f77c770b6166d11df,evm,1543.9315337735
0x6700acea0471a88953404cb44dbc8df4aa29d3c6,evm,1543.85385773899
0x251b02e7e4435693bf50d664e6d41f913aeea524,evm,1543.79850831735
0x128082b4e44621f5147df35d304677f74e7721ee,evm,1543.7943712052
0x58e906c15b3d37f3c13f92d2d911b9800dbdfe72,evm,1543.47352423872
0x9cba8340f8732b283bf919a61af3fb1536f35a0b,evm,1543.37143325281
0x186d90c279cb60d2b42e403d1663d3063dfc9033,evm,1542.87856712658
0x578d2d8af95a65f682b3c51f77b61959354c5210,evm,1542.85493986402
0x2309dd9049de0d1bb1e2c1dc7d1bc200f992b1e8,evm,1542.6636436021
0xd7d2f27830d352f87cb9faaa123ce37b609faee9,evm,1542.49174586495
0x1a5198478c2c29e875959a26a90664c4fe15e50d,evm,1542.36382084433
0xe2db1006747c518028948ecf751a9820b8a14166,evm,1541.89984656957
0x33d48695baf86d1d4e2a89ae7259129580bd19ac,evm,1541.82562549193
0xa890f8d2cf1610f5703dd092ef32726f0bd04867,evm,1541.69626144045
0xdf5a9c9eafe0b16500534d7f1142de2cb28c52b6,evm,1541.16178212315
0x47aea41b2af9612ee7c5e1a5e030ea1d0b831740,evm,1541.1436542173
0x69bbe1566cc01c8e5809526028eeb47aec652a3e,evm,1540.99623909151
0xa28918d6801bed8a851e634b8111f518a4635a37,evm,1540.40715950078
0xd1a9927471bfe8997f7fdba7f2507c6882e6b6f4,evm,1540.3016851464
0xce097e7a9135be8adf0df3a365a3ab1cc0633caa,evm,1540.02273777908
0x7b4818ad7717aa5c0033a8a7e2b0abdf064bbe03,evm,1539.80448919244
0x16418c71325ea76c5feb7da10acf9878f055e363,evm,1539.40260474829
0xd331a579855e84af38afb613b1d11020e81347fb,evm,1539.32727336835
0x8985574eaa9d4cf7047f86ff3b7a26578133b340,evm,1539.10438364636
0xe83d9a21505d4b6114d9d9b328ff3718581e74d7,evm,1538.94858650728
0x889d392bd2dd22d2cc1be9fecd25c0fe03162ca1,evm,1538.67334369085
0xf2dab269edf10a4cb6127005c8a57ebcf6a9c790,evm,1538.40269353562
0xc1ecee1ed7aa885e53b49305f2c9f93cd00def97,evm,1538.33893842648
0x6148fd5263f92361024908a8b2c9da8dbc83dfed,evm,1538.33729074381
0x8b9bb1dc543a5662e614ae1e0b1d3a952c651b40,evm,1537.96837628685
0xbe37abf693028743d674990d0d2d5e7c509fb501,evm,1537.87351476469
0xc77d9c015e8624d0305701a90a514634ebfc3d4f,evm,1537.86751352038
0x42c8a7d8d4d52f621a7947abab7ed4f352783f22,evm,1537.58087139752
0x852ae64f50aeae342843bd8509bf72cfe6faa37d,evm,1537.4579467103
0xe66c5a4e971177ea77a25ea0ce7e37774850ede8,evm,1537.3884432434
0xf3941c3f264b082a2e288d98bf8b71598524babe,evm,1537.12809271655
0x784ae62ca192d481425f1810c77cc6733f3efc33,evm,1536.86746560105
0x5bad08210270541f450bf3eae0cb6ab664dfb6e0,evm,1535.88777306936
0x22d93b8939225317bde004d18f430c336b93b285,evm,1535.79996677891
0xa290bca99040514b7c1cdecfa74afb0bd6e6ee1e,evm,1535.67689876557
0xec2ea0ac084fc70f3488fb83b71727239d0d708c,evm,1535.64207946321
0x5075408f3259ed9ce6ba4c1ed59035033fcfdaba,evm,1535.24339702162
0x0377350a95d60f7b07ba5ca9f0886fa93e8e54d2,evm,1534.9182742407
0x242163768d3858b1cd789ec7d7ed2f100f4619a9,evm,1534.75330502774
0x48f72cc4d1c2f40e6d8e595073e9867d23f76acb,evm,1534.60947071255
0x98f0c3ec4c23ecd9a87db10af070408ecfefcf77,evm,1534.57622855723
0x749490dcab3ed3df3618bba74a4771baa86c0355,evm,1534.50376231299
0x76286695a7ad1387e524e91e9fe32cb33e2de47b,evm,1534.44456574714
0xe2e643b051abcfbe735b99ee00b2dbfd3a7bd798,evm,1533.98691670057
0x285b835772734ff47aacb6edd54f2827d071f8ab,evm,1533.95233258969
0x0b43301436603a4a98edc7e62bdde84c5a3d0ec2,evm,1533.74466459549
0xa306778e567d0dc28db636884d660819e867cb4b,evm,1533.26709505047
0x52b74d4d36b1cd944a1c384aeaa2f187756b1a23,evm,1532.63690168444
0x8ad89e65abd8a2141deaccc504b3786adfdccfa7,evm,1531.88394761243
0x80373759088ea16e09dd4b7a4a8338b1deb45b20,evm,1531.80131877024
0x2522abda6fbef73cdf858907e99397fb5a6b36bd,evm,1531.69785273719
0x09cb1e5e21cd0e66df391f5f3de44591d70ef4c1,evm,1531.60518502532
0x37866757013e230e10efcdee8b963ae5008efd77,evm,1531.56359148836
0x7eef057b15fb3db0e381d767b48d84874d7e4c1c,evm,1531.06115507161
0x36c3fbfdd83e601f0f0f8df6aeb205919b37099b,evm,1530.64390717228
0x2ad0629076503073d77b341310570fa894f059da,evm,1530.17789555059
0xafdc639daf51276da02ecaaed1497fac25f2361e,evm,1530.13269783328
0xcbeffdf3247f555e7b1ac24e4def5fee6b0ca581,evm,1529.99096771587
0x1addd3dbd258cd99c60ab1819c088ecf47540b4c,evm,1529.98244117688
0x27d1213b6749c67d0af767a7203e29f3690bfc74,evm,1529.51179265034
0x175d463536a79d42460c168fa100ecc97f31ccfa,evm,1529.04324502618
0x55b2eabe2fa30b83ae8f8f91fc2d60ac6df88198,evm,1528.30124941693
0x4681595a94ead6125227187e34e9598142c513be,evm,1528.02611316222
0x778a3bca76ce98b97150be04c07ce9cc4e65b0a4,evm,1527.90045413041
0xc062f727bf41937d722ba4679cbe7f0837b3351b,evm,1527.89893732707
0xa33f77029ffc26140a11f309897bfc4a5bf8d969,evm,1527.87037049051
0x2b177a78ae46dcf183a8b01365c26157b1353b67,evm,1527.86821330624
0x9a15e456afa7f45b2b2aa5d80d810418dbc4ad96,evm,1527.21706450015
0x38c36cd86330cd2a099494f08c9778e247f3ee8d,evm,1527.1924534624
0xc62fcc5b3555046cd96c121af8efa43e7fd488be,evm,1526.95494146818
0xb9dd5d2d223d033b44133c7747d7316da017c072,evm,1526.73872055716
0x18b2a687610328590bc8f2e5fedde3b582a49cda,evm,1526.66622819778
0x1cea2e6d31db082d2fe69e4c6c2cd78486f2038a,evm,1526.21919941063
0x8fc5c952820922fce9adeda330a0e73c50d537a9,evm,1526.17160816565
0x39e47a973729419d4bc650c97abaad818d6f61c6,evm,1525.88242778244
0xe42ff4e5f09a51c91ae91fc9890c36388fe43545,evm,1525.80763398869
0x1d2525de30b502700050b8f27f571e020da9f2fc,evm,1525.71480220425
0x6c82623ec54220b5dbeac5cb7b7b7c46db4f8340,evm,1525.69941657212
0x4dca4b4829b9958784d4a2a65de143507fff5921,evm,1524.99419677604
0xeecd991dc641afdeda4476f6773057f27af28ded,evm,1524.68032010206
0xdb064193976ad506fb8d65a34ef9ab3bf0ff5a85,evm,1524.50518839624
0xc5a651c5e83d5de93ed8de3eb0d000d4bdf61713,evm,1524.47129280866
0x0354532de2f16e43b0044a00e5eae7d42fc0bbd5,evm,1524.40003937906
0xe349c92dc7fa8718f370f741fc1aa16a445fb469dca878b533fd299ebc9263f9,aptos,1524.32597855271
0xac643e481f8de52ad59f83e4f3d6b7c125ee3f25,evm,1524.19325376273
0x2a0de1a445d6c48ef6ec423b7667847da09822b7,evm,1523.60262824338
0x44483a6499d17293a767bc5c056c4e2459586b0e,evm,1523.54485639238
0xe1048ff49970548971d5d1d9db66ac458a4d6edf,evm,1523.0659616958
0x186de60b39d9d8f3316b647ff729d35742f2739d,evm,1523.02501842361
0x13ec75154429df94c8e69e6f8c51a8d0264aee10,evm,1522.83745238876
0x8df1e3b5eb0e485af1d0c766ef883e295577c831,evm,1522.19936883477
0xbf26c3d84985082650c691d288170c364a3063e0,evm,1522.11444686462
0xf12de335a07c1c30ca0734c0162d2083307589bb,evm,1522.09471417359
0x56479cd3f92dc045a53b8feb47c125d4e74ccdd1,evm,1521.75817821603
0xbe20b65db4a81690af94fda31788adba1f5e47b3,evm,1521.32712754681
0xec189fb0117580a4966e363d3e07d452a07b49c7,evm,1521.26164155023
0x9e0f654a13c56bf503959d9163c20a658c82e092,evm,1520.55996169412
0x6bb61e7eabe845375758cb132acae3e111d89e7c,evm,1520.55828419399
0x3d2f1be75fda91fdc1c09f658a2da13676ad3424,evm,1520.35587418714
0x4bbb8fde5c350d919dd6541c6f0a4be3d45187f6,evm,1520.25890751691
0x4fa50c2436952b587ca09194a81db7ceec385885,evm,1520.2089176005
0x0e178005143aa29d786be65f61e9236ce3ea42c8,evm,1520.00395369553
0xa1bd4ab0a21e55c136b45c278ad36bde9362331d,evm,1519.92277096289
0x5485f84cdd187cae2cf3169f484bf3b02a4388fd,evm,1519.90372678538
0xb6b3acb7af18f311b50b63c50b6877d52f9964e7,evm,1519.0212344308
0xef152e998512ff2de8d08d48ff93e33c5ea81466,evm,1518.94175894632
0xe871758ac968497dc905ead3812a5bc75ebe2598,evm,1518.71026293894
0xd2cc285fe764eb48a88f901a21ad37e60e064cb1,evm,1518.55958844648
0x7826d86a95a81128d8db910a0542ecaaf89f59fd,evm,1518.4643981184
0x57414a45fbd24c16affa5f348cf11eea569d26fe,evm,1518.25488577778
0x527ae17fd6581a9e83667f00e23df53b0ac4370a,evm,1518.15839319879
0x48944bd6f4f3089a3326a0d6bdc92563051d70c7,evm,1517.8202670311
0x6316f02263aa8da25d78cd49c286be148ab65901,evm,1517.40006763778
0xab8eefaa24cd9c5b1c3917697e8f12a9d0ba9e02,evm,1517.30620955471
0x3eca5ccdc7f26e7b7c8e957d1315fa1abfeb45e1,evm,1517.21848551183
0x24025cf1aa49025ce25f128dfe9cf63322c28fef,evm,1516.96453452082
0xbb973b0aaf14a6bb0c9f0b11efa5137e3d4c6ddd,evm,1516.93279224833
0x053aa35e51a8ef8f43fd0d89dd24ef40a8c91556,evm,1516.86381203159
0xa291190c69f360e8969f62047de98c3dc0b87d59,evm,1516.70869633541
0x225672af110ee9eef6c28642a38c422e06a2ad8b,evm,1516.65600234686
0xa6883edf7c8ec3588905493b52beafd1785bd3d9,evm,1516.59831142279
0x09aa20f8a235117f3f6d28a42426b6bc2ce19edf,evm,1516.1409459496
0x6d440b0e180cd05899cc04b10d9e09cc55ce6fb0,evm,1515.61467607292
0xbbf3ab4874d598f5c38bbc1146acbbe80d8bc34b,evm,1514.62720883363
0xe987037bc822292f3d125a278cfc2b77e32a131e,evm,1514.49612702721
0x609caf67bfa01bbcb2231b9447fc5273d2a5c003,evm,1514.34677896072
0x325f3b7758d76e232435ccd615923f43b3e7f527,evm,1513.72204261413
0x6db77686db5237072e1aa635a7a2621ce1e5e796,evm,1513.67786213364
0xf171aa4d7548a093121a31c91c25ad2395853c07,evm,1513.49309721269
0x4812550dcce57a0ffa7125f8a1c684cff486d668,evm,1513.25302618057
0x8f477851353c51c9b00f67d4c96ae4d10f48673a,evm,1513.17579577064
0xc782607b290535ccde768a630331a3c8dd0efc47,evm,1513.13567398622
0xd64450e7448ad94e7f5be0b794000f3c473318b0,evm,1512.53752340118
0x9abee30930a560862b8f3e5af8d1424623327c4c,evm,1511.9192862281
0x1da66a0bf8591662cd596ec825b19c4a6421a372,evm,1511.34003020329
0xe7e63577260c2de1f6efadf1324f6f3ddbce20d2,evm,1511.09534178074
0x287ff45c04abd2431dd9562dfece721f2e0a7f3760e94e7a8d9a33e12d4be635,aptos,1510.81244393225
0x09d4f34afd9b6d8448b1e9b8a02e32c97a59de1b,evm,1510.74813250126
0x42842c35329e504141e482cd0e30884fc5616aac,evm,1509.74238309297
0xd1d1193ce637908e678d4bd11655e57a3847f6ff,evm,1509.58188752044
0x6c6131280c281d7141bced8b3f6cfd41cab519f8,evm,1509.43197202482
0xd6a4cd380fc5da713dd9f6d54490e4eef7154ef7,evm,1509.23514580024
0x4bce83cba0526b2c0af8a961ab70975fa91f9013,evm,1508.90951964384
0xb75acc9da4dcd767de17d7a4741c00c49115995f,evm,1508.76141136354
0x2fa5edba036795644f703379e0c06c511121fcfd,evm,1508.47955540482
0xc152eacaca49337623b4a59713a8fa7a110e3a4a,evm,1508.4676546018
0x65322979ccc8e4c768209919d2dc4cf877ab2fb8,evm,1508.23547438683
0xa4de8b12b4586136f49c7d3292cb559c725cd6c0,evm,1507.72282461177
0x1fce844e8cfa61e5ed5efb85c6b031e51f2d7389,evm,1507.56630249781
0x94bb4e91b5fae987d2f67594dec0d04e2419a715,evm,1507.42114951569
0x24e150826ac4581c280a0f1a71d4319985922af3,evm,1507.41639889851
0x6a9cdc33efe6f1f2e7c2d812b28e6bbed44b33db,evm,1507.14249125204
0x7fd8f47832636f1f3b1c0a99eee1602a797afead,evm,1507.1000526418
0xdcf85ef525257e93fdc5fcee4bc01bab8821b6e3,evm,1506.75288817262
0x8f7f8d562b8c0f9a94fc2fbe85223501d81a7e29,evm,1506.75210530555
0x516b5975300afd9f1f3c2a7e292ba14f101f93d9,evm,1506.61743876934
0x67736b63cf34f08eaaff5e5956c772815e28b5c7,evm,1506.61261388229
0x2dcf91357d929228726d136c864a4f26924ea074,evm,1506.60246861128
0x7e66afc71dee44e9f4bc40c3a0d4c38547aead0d,evm,1505.24432674151
0x4f746890b915553a797bc21b0d4d90d31a849bd6,evm,1504.45451424338
0xb23d77b212ac90c76c76e7c83d9fa69669a2a68e,evm,1504.31447053429
0x7140a12f2f491d8439d99ca9580a69640c830d20,evm,1504.26024643161
0x8ceaa216e21de5760f1383ce89aedc7d26f54e4b,evm,1504.16235093526
0xda5e8a6334a18a43dd0da38e3432045c667e785c,evm,1503.88822594651
0xfafec767be07876ea732f2779fb04f377a4989f4,evm,1503.51591610535
0x426513f6a3a2642b48cfe06e2b3973b88e3333b50bda67d788fbcc6afb08bb49,aptos,1503.27462761746
0xbd6d7f81bcf2898a53175f1be9522d14af2d3e21,evm,1503.18295467929
0x77d1bfaf799e1906979716236ce3f5ea4a17e057,evm,1503.03787252794
0x0c8d4ad3d8ef1460accef9101ba2a3fbeec7dcbc,evm,1502.94396378914
0x5ea7441a3aaae049d7a4482b25ec1be67528222d,evm,1502.64721533426
0x33534c20461da28825ec7b8efe5cf7e4db69671c,evm,1502.20367089151
0x1963597a9e60c4c14af895f79d3ec97193bfeeb3,evm,1502.20201914432
0xf95ee10da7ef9af8de5e7cf59880e0d98289c93c,evm,1502.096200916
0xd593144271d289895074aa05c4ac1dd50916190f,evm,1501.45437212572
0x502d6ec17446ce6a102290d775e4e4d2acedecd1,evm,1501.30409864068
0x51276d71a5fa860fafc196a3d55a21bf561e78d6,evm,1501.28821147813
0x82312c534a519a46ea94e46e940e4eb29ebef90b,evm,1501.21633007944
0x0f8fa27dff381cad08a2ae50e6a92591bdf1a081,evm,1501.07434173191
0x8a876f10bcf0a5475d4650d640c8e6b530800dd1,evm,1500.97578219447
0x7a307b4a15118a151087c4cd4c4656b8db465492,evm,1500.82075521982
0x73b8348ed55e24c667dd905c8bb8e9e50cda7ffb,evm,1500.64067060839
0xe8db16d356715c0bb5f6e9973950fca4d3d903c7,evm,1500.11787761301
0x5a0d163815a5ef7e8d145393008b0393e7323f17c02514d86bbcfaa14371f367,aptos,1499.80991409817
0x859315661f210767274b7bc6a4fe86fe647b77bc,evm,1499.64613766819
0x71f97fa8783a4e72e474248efdca8c4a05d5ab92,evm,1499.25142159495
0xf34ad271047697d13cc9a984badc24019d371e13,evm,1499.21351089601
0x95061e28dfaa1ae758ef0c06619c99e689227fa7,evm,1498.98427473868
0x08c4488e016aed0f7aaa75ae78695ab02e2333a0,evm,1498.83692603187
0x01623d8e636aa2e2e5ebdd48c647dc82a3516a70,evm,1498.55769039731
0x2fdf80bf35a3188a873fc3675cf12e47665aa1bc,evm,1498.4211825973
0x77fc1378e4e3b3f6d3be0919c86738c2c0e9b5a2,evm,1497.95474182043
0xa6176db09cf0fa0a27ebe9815d3a1a31fd28c05f,evm,1497.93088739247
0x5bbcbfc93fe51ec02564ad5ede7540c4c4bfa7ce,evm,1497.49348078927
0xe010e6919dbc55ae607e1245b428ecc0724895ae,evm,1497.26299790364
0xcf2739775eb2a6d9195e4ec8dc3c369531c2e0e2,evm,1497.16514978994
0x4c5aa04dbace32703c38bcdc68d042d9dc6bde50,evm,1496.9731244695
0x3f729baa7e176728298da7ac70bfe0094432090c,evm,1496.7833784275
0x41bb96db03a742011cf56a6d63adf0f33c5dd07f,evm,1496.76657004006
0x8f02c9f2f0da299ec64bd1541e48d54a689156203359a812cbee27fd711cabd9,aptos,1496.74477386005
0x5ad4dfb608b10d739c5397eca70f6d28c2fd6fce,evm,1496.4193455215
0xa58d3ab4d43d815c54dd49c54005e40a263e3ccb,evm,1496.30713921379
0x4888a77f86f51e8b79d8861a8069e2606bd29a00,evm,1495.73401155806
0x27a14de2d29a12e0dd9deb7f7e59f9860c19d091,evm,1495.39057426954
0x61fcff6b4204c9f42d09261e591701d91a3651cd,evm,1495.07643776043
0xa9e38b50c39b8d5a64b697a9a1b16c43e9e9c6ed,evm,1495.03361160211
0x881f7453e19b4fb32138bda393e2f9ee88327f2f,evm,1494.94719750896
0x6ff4f8e0142cb21ab1e3d3166aea81e8c04d6e4a,evm,1494.10712925152
0x7866c5b7a4b6f3d62c693b96262d5ada7b827205,evm,1493.64191086005
0x7df0281cd60da2411a716fd37fc0ad4ee768969c,evm,1493.32979629138
0x3462a8528ef4b50c0a0471f7a5a801f3cb52c3ff,evm,1493.17421184128
0x72109a2960abea96d7c34a57073aa03c82423cbd,evm,1492.90078713446
0xc65c0ac7f9c37db90b6c858f529db3def9c9d489,evm,1492.71523247263
0x24de52f3a32cdd4faf741fa10cb12c430358ae19,evm,1492.48513438424
0xfcc8f9e82d8b23325a880730cc70429cac821032,evm,1492.40651707026
0x4ad14ae049ed69223caae77412107399d15c62c03bf05e9c01b1fea505f6fc39,aptos,1492.1595727834
0x182478ae6b96bcb0fa0fc518f4d84ff2a4c73636,evm,1491.94736718055
0x209ea503ac05008b698065e4acb17a8e75397832,evm,1491.88724970597
0xecc972a4d261c1e6580ef25f3c45c14e7718639e,evm,1491.75861049414
0x563e269c46ff382568ac8c4acb5656329453010e,evm,1491.73115856608
0x9d8c3e46e14ed4a8228eb3d5cbf7e9711ee5b26b,evm,1491.44302591574
0x794153870b836c5383e6e1258519666eff253707,evm,1490.71051463549
0xc19939981ab2bcf77c3ef4e0604aeaa4b9178d7d,evm,1490.65073077947
0xa4040c5dc159c6c332c313b9c69e338057f51057,evm,1490.01311229853
0xfcd22f743f3151771c7b9b252cdab6bfa15a13e9,evm,1489.81736519267
0x4d55063d9924db6da9ddd1f982ddf95f96d8c11b,evm,1489.81555360882
0xf6e55af42e28820a230cbc3846f447d3643a1628,evm,1489.52783468257
0x61a8cc9bfafb7f80db0d937e13e254abaf2aa260,evm,1489.42557187151
0xf17e60e848d4d6b96aae6a1ff25baaed5c95b9f7,evm,1489.26565416036
0x2352238c912b8b505599f9b2fc56c9f449fcf763,evm,1489.03944811966
0x556fa2f3acd8607026daadeccf212fcb521141ba,evm,1488.98252331391
0x0b221198e61150f533aeb22cb35c307464821763,evm,1488.874390952
0x6979d50d6ad3293a146d96c3bcf26471efc44849,evm,1488.71702265723
0x4ce6027183957897c566b24a6538e30e1aa2b67f,evm,1488.63582077568
0xe8756ae77f2bf132cbeb4e75c16abda6899e1dff,evm,1488.01282185101
0xf381b9272f13f2b3f7a0b9aa2d3a574d40ea0c60,evm,1487.85269933394
0x02f624a90a94c53d0ccc49a7ea78f09f2cabde9a,evm,1487.83380711872
0xe01d2cadc727a2a2c655a003c2d3f1ff1000d343,evm,1487.66500205921
0x59e3ca9647ac6d288dfffd9886a94cd260dbb97d,evm,1487.31693499099
0xda25ee226e534d868f0dd8a459536b03fee9079b,evm,1487.14931105882
0xb03287c0a61d1343cb80af5c87bb12bf182fdc36,evm,1487.13429604053
0x4f149b28fed7e1235215976a2781463a97653fc4,evm,1486.88348055121
0xc25dd1440eef772b6ac02cd53a27b0bfd9cde725,evm,1486.5609705834
0x3e41ec92dc41c6f479312551b12dfce9d1570be8,evm,1486.28172394919
0x1ff753279d8c0437f1c830ab6d9506f3783d47d9,evm,1486.23813386359
0xd59bf2d7f263d46cb154b19aa5bc792cc5fe4e8c,evm,1485.5901123727
0x9fe032cb5f4fb5d321e2b3a71cc444da2dc20c18,evm,1485.00882815474
0x40d00fe49c906fc5ce7fb270f7ef437e84f3628d,evm,1484.8796420288
0xa60f0a54d91d8b4c646c14e2a39a85d2a083fda6,evm,1484.66430880016
0x2fc95b4c9e752b983a136ca43a4a024bfe549737,evm,1484.52964509994
0x0712fe78cd947f2435be34de8212837b3b78ef3e,evm,1484.13200918047
0xf767419d03b2579da1ad2604cc8f78b44795225b,evm,1484.07346594448
0xff428c242f69cf7df5c79505553563303b035415,evm,1484.02374668897
0xda6ff2f213244575db1706970f3f1dc2e94e19c3,evm,1483.84532669887
0x14693fed6319422c3daa4683a483a54d6a58b91c,evm,1483.43802609686
0x445c32bb749782cb034ed20ca9469a072388bdd9,evm,1483.36370891073
0x4f9fc38246c2585b1406edf68489f08bd03e4eb6,evm,1483.10540572035
0x32be5f822c66b7b6bdf48a70b40240d866548ef3,evm,1483.02740284096
0xf66ce84097954cc77fde911ff9b48134231c39bf,evm,1482.98282625018
0x115e621fbdf3aef1628768a88905eac95d92ba29,evm,1482.79851378141
0x84094f9bfdc710223a397c33b16a7d0e84bb73e1,evm,1481.85517773422
0xea32853e8a75d11e4dceb2b229df6b4a3a286610,evm,1481.7560150812
0x5d318b11c2957bd2a3a04852ea5f61e5941872e3,evm,1481.52041437534
0x84eabb03ca95b746c5e37a899f57dc729dcbb437,evm,1481.45028863676
0x1d27ca4fbc221956523e5086bae78a396b38ffaa,evm,1481.16091834667
0xe45d1974ddd68826b4dca4efd575e84aee2ee216,evm,1481.10904348883
0x0fc79d1c1c34a49600f2c7a1d6f9977604bfe7b1,evm,1479.97177949059
0x9a153e4b39746cd5098f6356b4eefe34f691ea71,evm,1479.59609735384
0x78cc13f1fea5d6f205a3cd2a8cc5c8d7102427c3,evm,1479.58422581028
0x64832804540016f0173697dc0ba86b4eda241359,evm,1479.55871283093
0xe816c25e5d44e870a302d18c0f47cf7582f457f8,evm,1478.89396730859
0x498b5f20d65e86a3e66af3181c2151516311d8fa,evm,1478.84580254865
0x174a333c5eaa99f7edec9906feedc56510f128f6,evm,1478.71727474164
0xb4897d74b90477fa5ee59672e14c017a6cc0dd13,evm,1478.02412142697
0xa640367bab1b4c452ea26eb5ecec61b99bac2d0c,evm,1477.80837816629
0x770a3fcd27cc25468a5e5c34b8399bbddd59bf455c528564e0878a1940d63272,aptos,1477.54326046309
0x095bf2704858884cf75ff553a7c0cfb1e247adc2,evm,1477.12908557085
0x82aa1a405dc3ce4655f7afa7c7299da00aaf53be46008375242faa19d32d97d6,aptos,1476.817233881
0x02bc46f7d58b44965f4e6a9c6646203bc8fe4c16,evm,1476.81351058502
0xc11433f839f2590dc9d0068a919eac36a3ece6f44a7a74aebfb13a6a73a14f65,aptos,1476.80440444818
0xf61ea19f8c3e8309bd75d551fa5d7d901ca20e8d,evm,1476.51344057175
0x67fd5e61ed2322bdd981a080130b0e0b3a3701d9,evm,1476.42822835215
0x31a3adcbb899f3e2dcad82fb6c785123d2806ce9184e1910e1ebce21e9a188d4,aptos,1476.01027092139
0xb8a9702414004feccffd4718979200c0df091ae6876564c4c63138183616bf59,aptos,1475.69150198423
