user,weightage
0x4d37f2a705377ac4c0827b79a8a4b84267b03ea1,0.004106776181
0x1e6f87a9ddf744af31157d8daa1e3025648d042d,0.004106776181
0x90c1ad43d2ea8bf671278865665511747a0b9141,0.003696098563
0xb47b790076050423888cde9ebb2d5cb86544f327,0.003696098563
0x4a90645361edf5e1ac27da07cb42813440007c88,0.003696098563
0xa34d27287def3766c8adeefc38cd7264debf6ffc,0.003696098563
0xd92a39156e23cd5e68522d62ff9eb137467ae1be,0.003285420945
0xf36d4472da0d7072a6b6c54b73a02519e40024e9,0.003285420945
0xf9f9fe98282e55c8c243ee985b0b50df97d54d54,0.003285420945
0x5d620f4ca6f261093b7b6c058ffcdb8439ffae4f,0.003285420945
0x87e21de231fa9bf7cf5e30e8ff5388e781e9080c,0.003285420945
0x81af8cd77673a5d96bb09ae2509cc0869a2a968a,0.003285420945
0x37848f9ab02ad4970e8335f0f2a3c72c1ef60bf7,0.003285420945
0xae4a71f2723297f71336b9be0421a7cb70734bb8,0.003285420945
0x3d9d7e6642af80a83fc06eb873dfb8d508379e80,0.003285420945
0x126a2deea0a9470bde79134c83a10ce947722e6a,0.003285420945
0xc8d5053c206a977828b762dde253ed9db37c18f5,0.002874743326
0x7fdd7c285398cf04733cadbb9517c5b5c3fa0b8e,0.002874743326
0x1615b5f768e3f47d76e3fd3b1a37c3c2950ebf9f,0.002874743326
0x1534c525d55f376f218af2f5b3f1a55071793677,0.002874743326
0xb4cb11e7a73ae3c3e1d666be2ec12a2c1e941fe8,0.002874743326
0x2188e5a9b77ae37b5ded4cd2ccd987ee070c7102,0.002874743326
0x64d12ce687c87b0c3f8a4b3c39e5972918d6a679,0.002874743326
0xdb68a50273fe2bb677c6cc150c1fabd33b71785e,0.002874743326
0x6b99038e11a4f14d7957d493d2af9959b45d9faa,0.002874743326
0xd8dc9762b2c0d51cb0098dbd4328adf8f01ab1a8,0.002874743326
0x7bcf30bbef70185d2942038597be666d455a680f,0.002874743326
0x8b10a66a8269a97b4284985b4c1afa0095b090ee,0.002874743326
0xbb6fbaa1f139e9bd6c3ee9fbb460b04828fedde0,0.002874743326
0xd283ff0cc83671368b5edb02521ee981e3dbc312,0.002874743326
0x8728e0083fb2d3665a23c56d977338ec1e2b1893,0.002874743326
0x8ea7b912e33bd10fa52a4e1be7ef2f0e3d96c33b,0.002874743326
0xd4c6a9c2217b830b53dbccb480b9307e30bd30cc,0.002874743326
0x58db6ec8a1be90c640c23755a87dc37ae560a3c0,0.002874743326
0xd74b632f0d3f4a781276a879d54e3ebb5acd3d72,0.002874743326
0xb10a1907fa6e7ef0d6d135e84ab72d80b529a752,0.002874743326
0x297f80166fc11f7521e03505ab1cc4910c5eb3da,0.002874743326
0x79a98a9f41051e119cad1b9ffefe523cd0be65f0,0.002874743326
0xd3b89f1e143202a55bc9cc2b71cd6cc7eba1ebec,0.002874743326
0x767c66fe3a81d0d7d5cd78c0fa2a809536ce8ed2,0.002874743326
0x4c2358a9ad2f25b94817d0e448fcfe15d7316db9,0.002874743326
0xa15817772b2fdca0ef3ba48bfba9d7c142373236,0.002874743326
0xa774e52fbb208e9602963cf0ed6d8ee54a7bb0aa,0.002874743326
0x5ed0819a135ec2098e3c255014cd98b0a211368f,0.002874743326
0xbb8d481c8f27080f7e57d49861c8ccefc9b42743,0.002464065708
0x9921af83a5aad3939384e26d11fccce72b6bc4f0,0.002464065708
