address,network,weightage
0xd183f2bbf8b28d9fec8367cb06fe72b88778c86b,evm,0.00442314454126187
0x407993575c91ce7643a4d4ccacc9a98c36ee1bbe,evm,0.00427803373550952
0xe283d0e3b8c102badf5e8166b73e02d96d92f688,evm,0.00396684302062842
0x6a0b3611214d5001fa5efae91b7222a316c12b52,evm,0.00334130785803929
0xc765bddb93b0d1c1a88282ba0fa6b2d00e3e0c83,evm,0.00320068355681387
0x0c89c0407775dd89b12918b9c0aa42bf96518820,evm,0.00259192164911664
0x73feaa1ee314f8c655e354234017be2193c9e24e,evm,0.0025009615246247
0x10cfcd2b3e8c35b3bd36dfdbd0063829ea244e84,evm,0.00211405947570852
0x4fd9f7c5ca0829a656561486bada018505dfcb5e,evm,0.00207093069764513
0x5da5b71b88c42544b642d4ab781b30831edac341,evm,0.00196432732977909
0x9442dad1df11c858a900f55291dc1cf645ff66df,evm,0.00169771869681808
0x7ee058420e5937496f5a2096f04caa7721cf70cc,evm,0.00149392733763191
0xd069a9e50e4ad04592cb00826d312d9f879ebb02,evm,0.00148848355723322
0x71d058369d39a8488d8e9f5fd5b050610ca788c0,evm,0.00143140270384511
0x59e984ae0841c7f0ce5439c7ad3e1d9d9a314857,evm,0.00126157661223554
0x1942f331acc1f030621a8f71670cdeedd2744730,evm,0.00124910551703075
0xe39eea4282a8f529d4960f6f24fd70ad17158475,evm,0.00120208471597497
0x6dd7abf38c8ef825d5a9cbd3cbff20d2a944e469,evm,0.00120109525275491
0x0d87c33fe32fb4b0615ee3cefff8a9725b5d9896,evm,0.00116949843812394
0xdb2e9a3a222697b8c808fe04847bc5fdc43175f4,evm,0.00115186009581956
0xb012163aa0bfc3b4858ce52a24a276306014c6c6,evm,0.00111555368313044
0x65bb797c2b9830d891d87288f029ed8dacc19705,evm,0.00106817021394251
0x0966602e47f6a3ca5692529f1d54ecd1d9b09175,evm,0.00106119237450014
0x9026cd39017ad4e67d1b5ce1f0ac6b18d74db5de,evm,0.00102159045899648
0x9b08d9e970ddaaa7519d7a1332496a64c2502a69,evm,0.000999837810442732
0x7536592bb74b5d62eb82e8b93b17eed4eed9a85c,evm,0.000993772651311336
0x05c150808eca812434d1110662b33ad1b8c8a2ca,evm,0.000979281355206478
0xe7fec2271ddfb2234bb33ae5b50226846263e304,evm,0.000973472446354376
0xadb4527f25042cf2b51a0a30ebbfd2c2654cc584,evm,0.000949261055409814
0x88263ddbbab4236d4a5169b200f1cf5df08f8123,evm,0.000933927456468103
0x055ab15f1e2e6b639959759592956f535fab16cc,evm,0.000908563467022606
0x0b116c2963529b7f34dfa36642ba8f94cc8f5004,evm,0.000901747580519984
0x41867cc58aece8b570ff1a2a8aa6149014d2a94c,evm,0.000879577443922048
0xc7bfd896cc6a8bf1d09486dd08f590691b20c2ff,evm,0.000871964853984689
0x1bb7d9df0cbd40a0d1775da221f961f5ccdc4fbf,evm,0.000871164047599475
0xfb60997286a2f9de11f07360aa2a136f3610ee67,evm,0.000828648929970431
0x60d910f9de5c6fd2171716042af2fd3d2aa9d942,evm,0.000825276806795539
0x9dfd5044e673c5790b138a3fcf26925a33b9c9d6,evm,0.000802245117368515
0x67db7a2017ebc10067304a56f616d5936b99722a,evm,0.000795316021397572
0xe34bb624055b171d777eccbbfc3baaeeffbe432c,evm,0.000791732085722045
0x40594ad3dcd834f49f45b61d3f143a9f6fef3d00,evm,0.000774336195680787
0x5930976fc5eacccea648555cc12438a3278a9fbe,evm,0.000773837392853647
0xd27301a265fdd7572b93a168f8507db084e5840e,evm,0.00077363539286564
0xae7e6cabad8d80f0b4e1c4dde2a5db7201ef1252,evm,0.00077088163872563
0x2d75058afba5e20aad843970a1dc3efbe894f0ec,evm,0.000762318983633554
0x0a515ac284e3c741575a4fd71c27e377a19d5e6d,evm,0.000761455419559894
0x1cf6ab396ea1bc043d23cdb1054f6fce18d1a832,evm,0.000742211610329489
0x67b47e8f4edb2393bde0e995951459f7c329bf50,evm,0.000726728838170786
0xf1f7f21e2ea80ab110d0f95faa64655688341990,evm,0.000725230085742059
0x5ed0a7b6985a29f5ad259c352004025b4c121d5d,evm,0.000724848015947312
0x81b6534f4f7ba45ecf98295cef1450b4a4fc81cd,evm,0.000717515051604567
0x8655e5c4d701186d16765d1cdcef6d5287e4679a,evm,0.00071671752460184
