locker/address,locker_name,weightage,notes
0x0b116C2963529B7f34Dfa36642bA8F94cc8f5004,CakePie,0.00622209997801158,Changed to treasury address
0xd183f2bbf8b28d9fec8367cb06fe72b88778c86b,Others,0.00457992387260638,
0xf977814e90da44bfa03b6295a0616a897441acec,Binance: Hot Wallet 20,0.00295224595357306,
0xabd75fceC454573cDb89EB7904734B296657c61D,StakeDAO,0.00235614331922069,Changed to treasury address
0xc948eb5205bde3e18cac4969d6ad3a56ba7b2347,Others,0.00203738187396983,
0xa9ff08af55b24bb5d064d776a078e8a292b8dfe2,Others,0.00149235333045425,
0x3e8734ec146c981e3ed1f6b582d447dde701d90c,Others,0.00113244523393414,
0xf8587bfb4d3e0b31029efa09d595ee6179ddfeaa,Others,0.000985473355713013,
0xfbb468aa47fd8a675573455afe3b788ce670aacb,Others,0.000867566647610653,
0x396afb2e3663f16319e6e8a0884911c70b2f7d0b,Others,0.000821877426035986,
0x43ec1dea201ade86c6ba7b9b64f3104e3346bd77,Others,0.000760426481429928,
0xbdb7819a671b83e04800a98e00294a67d7d2ec7a,Others,0.000713461350645492,
0x4d37f2a705377ac4c0827b79a8a4b84267b03ea1,Others,0.000696665847774151,
0xfc89aada4d5c3a8cfc9639ef57bd8556d54697c8,Others,0.000633186215769573,
0x6e690075eedbc52244dd4822d9f7887d4f27442f,Others,0.000612973811680452,
0x9ac91e65c5a327b0632b7a50bd022fa4463674f4,Others,0.000577767706366375,
0x2782364a9d91bea3f481c7dcb0dc18899f9bbf8a,Others,0.000552196209848897,
0xa10270de26fa6f8ce38be80d338db231f02a5c09,Others,0.000546670231746747,
0x21b8af7813860d5df210fa8b10978c08109f1f5f,Others,0.000546651226970359,
0x3abba047d36021fc6cb45f0dfa086d6b6c3c1215,Others,0.000537111314508553,
0x6a0b3611214d5001fa5efae91b7222a316c12b52,Others,0.000532506629755643,
0x76ef4a1470f83e1f266911e35508ce22c2fcd528,Others,0.000529668328098899,
0x3bb152e1758659663d6ae8377d054be015e191f3,Others,0.000521007693821671,
0x3fec405f0d1e97b44482d7d4200d934818c57786,Others,0.000510645078293502,
0x0825cb1a6ab802cd2198ced1680f8220942dd947,Others,0.000508577197102337,
0x1fb0e9d52ec22f5606a97a4381efb244c653452c,Others,0.000505207352418298,
0x757db7c1d65b1d3144e2afb3de8aa3d6ee87594c,Others,0.000498177511808077,
0x2ff948e585d42dd1750aaf814fce288177fca27d,Others,0.000482787883341667,
0xb8f02b2fc1777a1614dfe2d570867ddab2483cee,Others,0.00047113776568812,
0x982176c1ff82d0ef33c0168290e4ab950b9b4629,Others,0.000455022031390288,
0xfc5f4762a44f1211d40d9f94bb5a0c1204d78fcf,Others,0.000447730266939417,
0x7b668a346d70741d15a4b2876fb748a8f2665080,Others,0.000447730266939417,
0xae4a71f2723297f71336b9be0421a7cb70734bb8,Others,0.000447730266939417,
0x3333c7895670b2eb2c235f919642820e98e7acac,Others,0.000447730266939417,
0xad93168e93d9776501006cd523daa0b5fe0e1cb3,Others,0.000447730266939417,
0x154d3a69af6e1fe23f5fa72bd47104450ebc1072,Others,0.000443114131717693,
0xf3ab02789f73a31b0de878eb719da943a43bd5e9,Others,0.000441056481546168,
0x8591d14cd82fe570a36aeccbaab2647987a65d78,Others,0.000440185571507128,
0x449710aadf0a1d8275445436e40451411613eb22,Others,0.000433033854385991,
0xcc4ea98876f3ee733712ac64137c34e637fc2dae,Others,0.000429979925706104,
0x273cc8220e9969fd0adbdbf417ccc4943a7c7a4d,Others,0.000420247440470165,
0x54acf80b0260bce4bb718df3e39860a4df5dd455,Others,0.000416679605808718,
0xc72f3295b7fe847ec99e3a3c6dd6e90db5e1061b,Others,0.000415208045726658,
0xc4cd5b3fa161b08d5bcb6e8ae6e6386acf4d56d8,Others,0.000413896102507994,
0xba83445f560823703ae1a53a30333303485c246a,Others,0.000413012710870453,
0x8f8d37073c875f74fef5b708fbe081576183c179,Others,0.000402571285848906,
0x1b076df491b2af658fcd7fc30d003f01d745fe23,Others,0.000399493654062793,
0xe4d3df079fbef6529c893ee4e9298711d480ff35,Others,0.000385294407779516,
0x3d160f39ce1a0de4ee1e3684b2b4b2088879c0f8,Others,0.000380164974993045,
0x460020d8e69bc202e1fc0cbba7bb901d68ed7458,Others,0.000376764420953209,
0x0e537ee256fc5aff6f470b1c9023fdbeb57c8621,Others,0.000372036538837406,
0x0b40f47d0c6384787704592b30beafa277486d3b,Others,0.000369544926923342,
0x2c69dc18892064da77e4f8b6dccbbe41584edd3e,Others,0.00036943460650916,
0x5a4faf4d3d908a264c6963dd9771ed1b6e332cda,Others,0.000365917838419652,
0x6222d80b50c2d8d0a835e6dd808ec0e6cade5500,Others,0.000364509067998976,
0x3c1e27a7d8e7cc0fe9ee807da77cc66e1f5356fa,Others,0.000360738426727013,
0x3a5fc87549b4dcd133e13481775b65ca653f3831,Others,0.00035734825581102,
0x9ffb54b5f11f7fdd759bf678ea4c1200a8c6605e,Others,0.000356399963965676,
0x7605f2ffba35dfb90af8e6d2cbf6bbb586c7d794,Others,0.000356043828471485,
0xd6ddd6df2167b31d4403438aecc2bcb91357d94c,Others,0.000353016084449736,
0x9ba4c6e0594118ba0b9dff300fae795bb1037311,Others,0.000352044143016312,
0x78b5ee4b8ee88d361920c0688e3a125e991aa1a5,Others,0.000345770066746411,
0x2a27e2e89885837defad6541dff8711195a01348,Others,0.000341927689631312,
0x81c7704714c57ec1eb1a90f9265626884e9ece5c,Others,0.000339214005379086,
0xe9a90759f6bc4b1bfa64f918ee62291c4b83d128,Others,0.000335375112375747,
0x5a897ffc7900a922116b6ea58fbe2ea7b9f0e5ee,Others,0.00032864267592358,
0x66bb06e1468facdfcc604b2a0c8c0b3d9ec71b30,Others,0.000328560853519559,
0xb8fb92a3354bdb4f76a3cd6d3d488ec1459b64da,Others,0.00031814547755002,
0xd92a39156e23cd5e68522d62ff9eb137467ae1be,Others,0.000315562203538587,
0xef005a6338e5328daddc4273afecac15c6942176,Others,0.000314290676177292,
0x70590261b9cbd34ab9d1218d6c496419783c37c4,Others,0.000314290582017547,
0x3655b5117252aa2c72047d8870c001d240c1f868,Others,0.000314287768693372,
0xc3dc3d4afac2b81f5887ec894d11b35a611af9ae,Others,0.000314158385357147,
0x32fe26a51a1c28cf21c7e5e1ec372750bb77de5e,Others,0.000311194047461437,
0x0d87c33fe32fb4b0615ee3cefff8a9725b5d9896,Others,0.000304153363390842,
0x0a49d911476edfe096c9dd76422cb03270a6feaf,Others,0.000296858581200624,
0xc61c4c09a88b85d0c27be923a23618cc5be271ad,Others,0.000295868988838939,
0xb9b7d6d229523a454a6a064031a6409410f7afe6,Others,0.00029414907579007,
0x49693c353805c9eafc6befcd6a6270bd16da1215,Others,0.000293789234466088,
0xe9b2bf3b266a4880e3b2b14d347d4ed4453c69c0,Others,0.000287173942796456,
0xcbe35812528c7f95d32e0c6ced11bd96115e8bb0,Others,0.000287173561529968,
0x9911fa108e9772a63b75a28e025562b6bf7d9f84,Others,0.000287058820034085,
0x295541253f7117b231045a2286b87c28db657d57,Others,0.000284733783147134,
0x0711de882846c873b7125facd54631358ad1699f,Others,0.000283391969157752,
0x7883bc867b7745f6046d7df57814c0a04992c3c1,Others,0.000283169484166519,
0x8df7588304e3e2a408c6859a9cbb6b05ee1d4fa6,Others,0.00028263272130926,
0xe003eccee85c524e7b1f6b393f2fae594dbc17f3,Others,0.000282484671809577,
0x7c5efbb1dbed048c25ae6dd5c0aa5020552d46dd,Others,0.000280713309513907,
0x2a1c581e4b44b58cace5766ef4bf65b8e2cd5493,Others,0.000280183679458525,
0x2b2fde527fb273f6889ffcffe37ae652feadcfb5,Others,0.000278865473812036,
0xddfb168810fb63f96ac5e025a592e22f203b1751,Others,0.000277600040678679,
0xd9d3dd56936f90ea4c7677f554dfefd45ef6df0f,Others,0.000277403981177238,
0xec08867a12546ccf53b32efb8c23bb26be0c04f1,Others,0.000276687735963553,
0x0dd920023ad094e2a089b0054cd5ae8d35f6d100,Others,0.00027554274903849,
0x5976340ae917c94f1b27a1c2e7b8c100067815e5,Others,0.000273811584503686,
0x68ec74984b482644b740901d7b52f1c0c05de170,Others,0.000273096538418377,
0xcc1d37f2f1f8a5297c9ae456db4fd96e12fb80a8,Others,0.000272410290527717,
0x9ac43ae32b12b05293117bdf794722ff7d4d2b64,Others,0.000271006959240684,
0x06f1de6909b8dd5fe28185f0de15043c0e1aa103,Others,0.000270377106598983,
0x464bd29c2090bc31ee80f6897e24e156441e8604,Others,0.000268809037405845,
0x99bfd1da00ca8f7076ae16c97bff35cd2206c39a,Others,0.000268638160203889,
0x5fdc2c62542e9cf997c601c8e22a8d61b00227ab,Others,0.000268144332983158,
0xb9f51a32cfe4c1425db44c56377c531f8f4cb6b4,Others,0.000267815758529188,
0xa1000a1eefe6d89c5f0949e5709373afea9fe3e1,Others,0.000266464487118927,
0x4c2358a9ad2f25b94817d0e448fcfe15d7316db9,Others,0.000264056905534185,
0x232bb0aca84ebb9e4e9d218081a01562e67cee70,Others,0.0002621907821186,
0x85a4357750ab0db06d1a22739306a50248149dab,Others,0.000260421132001198,
0x8339770c2bfa5c5182219d4c2036f1e9e99c5cb3,Others,0.000258556288795992,
0x77ec009f97d58ecbf247457aba911d73b6b3c161,Others,0.000258171615857217,
0x4af1802028b5eec59baea3cff24d8be0ef65db71,Others,0.00025528943978324,
0xd72073c043787029d63b7473b6860f4756dfed6c,Others,0.000255124113982316,
0x8d4241634d9c9f41fdcd3fbcb1b3162f1a365ac9,Others,0.000254333248377924,
0xb443e488b06a05129e4b9838450b8d63eb46c2eb,Others,0.00024523196681507,
0xf3dfd430ee56e91c35654a329490c5be47576e9a,Others,0.000243448437993892,
0x47335c314ed0435235e560fe27a1d2dd58714599,Others,0.000243030841536942,
0x0cf70f1e97c38a3ec4ebb81957a8c46a16f1dca7,Others,0.000241049730361525,
0x8fbcb1987f6790fa9462f829e7ffe826dcac7b21,Others,0.000240255974978465,
0x86a661ac265d661469d1355704ed193fe2d53423,Others,0.000240059540045221,
0xa179febc80f6663f013b259652ce582f0fd655e7,Others,0.000239625996589241,
0x7a4778f5bc843c664bf80da37c3003ab9b8c3dc9,Others,0.000239404213973371,
0xaaa3af694fa7255436ef23c76327e812aaa15047,Others,0.000239190577986204,
0xacc59d5b9fd9b29aa1678d0c7aa3d1271ea9343a,Others,0.000238313520804669,
0xda53adfd4c79c868358503eebf76f7b34fa5ab01,Others,0.000236275188068172,
0x268ae9824d38fc1b06958adee968a7e8850cb59d,Others,0.000234307235515918,
0x4640aed25ce7404236150e5e8ee37d418e32f4e2,Others,0.00023334673529629,
0x6b535be79af55d7cf04ee2aac4b8dc3cf78b56ac,Others,0.000233103147456404,
0x381a5def412909bd68f3be9d9f1e9b10477f01e3,Others,0.000232822890029343,
0x9656d69a61aa8ff00ac4bb3ce66ba427e602b2aa,Others,0.000230164872897621,
0x17f290c33e7b95641b4cf6dfffaff7beafc976cf,Others,0.000229649162388811,
0x11d1644bc5aec3a7de3a922d3efb2cf0e4782974,Others,0.000228298536817825,
0x197e520f981c3722ce67b5dd58661a3808e7ac17,Others,0.000225670552218434,
0x6c51860d3d551df6ef7857bc7e8e90670a8d2e43,Others,0.000225438477620525,
0x0dbed4ff0784c813beddd60db05c10b1dd1cf63b,Others,0.000224987443790722,
0xdc2389885c83cda15d307d0528d3fe54700f2083,Others,0.000223533268655762,
0xe22add353e12c5a9fe263b09775234aab590619a,Others,0.000222306948031851,
0xdfabff16df71f65405564c03181e8f99d675e6a3,Others,0.000221236653525676,
0x526e067a4573347c8c43c0ea682a9eb465431d02,Others,0.000220554876814528,
0x61825c8dd51742d3231b89f1b875f76a8b0b1e2a,Others,0.000220325924175514,
0x459318a795e8b9c63996498efaf5916656f075df,Others,0.000219706253864012,
0x81e14e07493bd2a3ad29bb7dab1f26de9c98151b,Others,0.000219395269778295,
0x5c8d6eb8106f8990094f1fb73e9f56a4ec28dd0e,Others,0.000218815770870978,
0x73c57baf51990b06b74ed4d67997e89e8f0e3367,Others,0.000218423715043652,
0x71b748a2318484bada47c992f3f0f2900a520d6d,Others,0.000218345761237017,
0xa2e8bfca14772995262aaba8b719599d7b7b05e3,Others,0.000217090303805528,
0xc7ce773a4d93a81a6f0534aef8b450c23245638f,Others,0.000216991165665844,
0x58a1c63851dafbf9c2e8c3bc96df3e1b8189c08f,Others,0.000216970657351477,
0x34922627b7244d47729f03b33eb45d8d263d116b,Others,0.000214327933331666,
0x8b2446190969a812074d7f854010b939c25756cc,Others,0.000214220771091665,
0xa746fa7aa9d6235dfa390f355ad4d05e03a61364,Others,0.000213562923429893,
0xb01dffbf1ec553212d43015d5d4a170489e9c412,Others,0.000212975860356396,
0x200e5a7a5d8ad18bf625555e7da55b80f2ea037b,Others,0.000212520433411142,
0x3e48b12164f6d3d4ba7e26bf344b729e291bc996,Others,0.000211403912506071,
0x74b38d31041f0731fd50f9d1b018592da9b9eb2a,Others,0.000211330490036564,
0x3f2383068de5193b0968d93b05e46b2ee411dd94,Others,0.000210694519425793,
0x7a89b7173d0b98fc67d42d52e6f300325e440b40,Others,0.000209367985068188,
0xb039df879f41487396c6ef973272ed4db4c88c90,Others,0.000208463793583224,
0x690c0c963b0f20e989633ccc94cde97688ec006e,Others,0.000208207082933069,
0x613023b55b563d321f4073c778fc53efbfbbcd2a,Others,0.000207475582633524,
0x2d8ac4e5f548f20c151a7c7c5808d2f4fa9da7bf,Others,0.000207397161046105,
0x0d807020db7d96ef48f32dda3f794d6354e1429e,Others,0.000205175783978556,
0xe32cc8b058ef33df01f02f253cc945a17c403a6d,Others,0.000205104439260515,
0x3bb5aa7843ea9d5b61feceba12d8b169b769afba,Others,0.000204469535391128,
0xa2b50ba2bc8216b2af8358cfe7c2a0cbdc5fdc2f,Others,0.000204210194303995,
0x256e592b6303e884e7df82d9f4963bf544ae0821,Others,0.000203467369283158,
0x9921af83a5aad3939384e26d11fccce72b6bc4f0,Others,0.000202256603326005,
0x8e80911c808f01f9d0fe5f9619ae1166397d4ac9,Others,0.000200841237135912,
0xd8610cd3c0103cfd5233f8645ab7c66ef29a71d8,Others,0.000200598749234755,
0xf566d24e4340d0da6c56013381279ae5056e043b,Others,0.000200405463904741,
0x47396c4b88d8680284d922822a3868bd1342ca3d,Others,0.000200231062472536,
0x576283beb7929fb7e815a1ae0e93a7a61cb628ff,Others,0.000200231062472536,
0x1b5163bf2b14de115367b9a9308cea5008ce68d7,Others,0.000199785474315248,
0xc6cf663e01f1db554ac7fd6526c6b9c8cac4e471,Others,0.000199746827031397,
0xee9e8b8a1fecb65349ed82b045b13cd7f3a62993,Others,0.000199746827031397,
0xccd1bfbf41812fe2fc89ccb7f52f487a1ca10db3,Others,0.000199312885790734,
0x3d6748a425ea2fe9369d1bbb039efbec5fe2e170,Others,0.00019839758520627,
0xe70cbd8596d2ea8f5ab609f47187829a6ba28cde,Others,0.000198164394674547,
0xcdd968e63b7b77f6aa84ea1cac1c2f0cb63f7d83,Others,0.000197985873250509,
0x028ba2a62336d8b7f0a8c84dc70ff5c94943687f,Others,0.000197558316583784,
0x13c83da3a1850323e169fee4add2d466c9d89981,Others,0.000197301510868502,
0xeb288f17b036d104b7fb156d01d4ede59c7ec32a,Others,0.000195874075350706,
0xb8d53bfd9ced80e0ccbae73e58bb7034bb540be1,Others,0.000195855494816281,
0x053c4c961a5ce18bcc3cd8e5184ca8eba50f3c0f,Others,0.000193586784852115,
0xba02ccc6be0e5fc95004206798150593b1c273a8,Others,0.000192707403051577,
0xfaebee3f41b3e12a902e0b29e523451c7795d33f,Others,0.000192277876212906,
0x823a6e001d5e4581e52d8ca7988a11ed9adfadbf,Others,0.000191919647776949,
0x0b010cd3e40625c92fc56c10f13dec447a997769,Others,0.000191800185719066,
0xd0bdaac58c15d23ae70e038c6cb94a05f739078d,Others,0.000191637990367509,
0xd02941177492c91556b3917aa469b272b932e2d7,Others,0.000190873859793012,
0x9c0e6e43ce338f3091ffa726c026ea28ab01abc0,Others,0.000190457764238372,
0x4b6fd1a27d1e1442808bfb4ca46ee102ffb0edc3,Others,0.000189982226240325,
0x2b564fcf4159299793701cc75531c16aeced8c20,Others,0.000189822354884063,
0xa9311b623c2b72f77adbbd091c70f60d8cc2d2fb,Others,0.000189145957169065,
0xc872d62d08941db902e65bfcb473851993a306b2,Others,0.00018707288693093,
0x5dab5abdbbd4cf5b69d74bb9d4af8c2ea4f4747b,Others,0.000187043724933609,
0x69ad5106c0c22e6290d9ca0086ac0f5ca06bd4a1,Others,0.00018696222683748,
0xbc7bf0da0f398d6f7f54c14dc33d8d1b50eacb84,Others,0.000185721330063732,
0x57a8edeb2c1f3e84eed5ccfe71e839b71f6b72e3,Others,0.000185658529195729,
0x0a15a57b699823464a7387686121d5cf5e3ddd75,Others,0.000185460063450054,
0x2e4fb24dfb055144aa50f21e6f4d6ad740b1bce7,Others,0.000183149152738004,
0x9aa3a1d19dcb744731b30a66fc12fc7a88f7db66,Others,0.00018300852626548,
0x5891c4973cf5021897a6868e595e745d87580da6,Others,0.000182178893665595,
0x16aad87a49ac9da2b0cb9ff933ac7183fe5e3d4d,Others,0.00018118312190969,
0x4a7095c3ff70cb309c17f3c1203c5c095927b795,Others,0.000180978001283202,
0x2c193e7e1981edbd7535988e4c09cbdb4ce0f2a0,Others,0.000180886712163045,
0x1bff2dcba1b7a79186b5800135ac69b6ff72c468,Others,0.000180357171760617,
0xeb1ae76b1004497c567b78f276ac262e0a909908,Others,0.000179686784555886,
0x64d12ce687c87b0c3f8a4b3c39e5972918d6a679,Others,0.000179322230375712,
0xa4a53abeda9cd85da417d8845d1589a20d09bb69,Others,0.000178314311006727,
0x7fe1134b7fc860baa073d437c2636b1fc4d044ba,Others,0.000176469989938055,
0x6449a4ad2a84bf3206e8816e2d25268f534f7d36,Others,0.000174965232590493,
0xf9755d1d10254f85d4dec8868b7d98fe5ab1da46,Others,0.00017439546342289,
0x4f0ff5e3b3fd17ebd3628f4da57b32c964baa5ab,Others,0.000173849083113424,
0x51915c9774c27be99f33612f682a17acbab1bd64,Others,0.000173573625338525,
0x34dbf171b3519a56355412c1567b7bac6bf983bb,Others,0.000173563340519066,
0x9acbb54d3d5ae1d8c9e490f94403eb8e9f3f0396,Others,0.000172972739493751,
0x489d7c2520680bb41ad458d060e71e7e0c9a9d71,Others,0.000172934021811406,
0x19c8d44290ea0ce550dfebbec6d3bd7377c42dce,Others,0.000172686474312809,
0x2ea507fabe21d503a3477352c99aa2c77ab4efc0,Others,0.000172227827406071,
0x58b1eb328bfa9ed8e86a3e320f7c3d571504c1a5,Others,0.000172144041368976,
0xe8055367469c22c2f656c5fc4731a43872ac466d,Others,0.000171541162657343,
0x2c7471e7f4a841b591460f431d9a3b1def6e5dec,Others,0.000171442319953919,
0xe635339adf27776ff8d0386e4425555ebba7708f,Others,0.000171098232259455,
0x899dd2f00292041c48b29ff0306070246d0692d7,Others,0.000170617175977244,
0x694723ad85298ba1162f936d4c56bffd1de33709,Others,0.000170309814084127,
0x60df6fd670d30e5e214c101e4e5141856584461c,Others,0.000170289913582985,
0xfdbe81a7fd4c020aab394959c1fe37777795e437,Others,0.0001701810125666,
0x5c62c6a137f4b23195f7b446e4fd3cd358ffcf5f,Others,0.000170169412347575,
0x76c2cd1b8a249f465f8445c455cb78e0eed36f1e,Others,0.000168775610248048,
0x3d90e758e63957aad4f18568a2777d3e4d6ed222,Others,0.000168475582996672,
0x6a34c2f0527edea1dfdfa6569b374a5e902a27e7,Others,0.000168370564399839,
0xa5b505c40191ff9b0275cabb5594660117a24c6c,Others,0.000168127778487113,
0x84a73d875b79332b278f1785628d1a2381580be4,Others,0.000168124490058619,
0x1fbc1ace9969f4042b41ee3db4bbd16caf44a304,Others,0.000167986429298307,
0xadcf7a911402facfde54fee1d0a231ca47731d38,Others,0.000167967494900293,
0x556b08caca0b8a1c52c84bcec2c8dd435271e8ec,Others,0.000167844960619176,
0x97c4a04bca5597f3812ebf6c3ef67a56fa798072,Others,0.000167703374803712,
0x68b2791215827c6cfd2f726ca80bf53ca4b08063,Others,0.00016764390063169,
0xe6615f7eeec4af5a4535ffbdca2e17d207cf1d81,Others,0.000167597599025715,
0xa9a7203a76f721f301555314328b1c9adde51663,Others,0.000167561741385265,
0x5772eb8578662d86e9d56200e81134b368796e3b,Others,0.000166096088217633,
0x73261e5cba424a5d3759e92870f5f230f068b715,Others,0.000164767743115822,
0x8b3f65d4927f9fdece08c26cefb66e367fe3a080,Others,0.000164668411848062,
0x2182e5d3375e5f4b7358fd30b41759ba682646f5,Others,0.00016408712086753,
0x56b9cf689b11235d351f7ebe9b25499430ba4254,Others,0.000162803176692858,
0x91a1dc2a03cf90ffc25dc7ffdb83127cbced44a4,Others,0.00016242882420536,
0x5476e778745462ce4c11b093b3f1acdadb7a8e1d,Others,0.000162365793571483,
0xa882abe55c0020324745a912dedd38ccbb7a37bc,Others,0.000162033583585618,
0xef30d17ce241380d1928956bf235e10b7e60befc,Others,0.000161521406059084,
